,id,name,category,rating,reviews,price,zipcode,latitude,longitude,city,address1,address2,address3,display_address,postcode,area
0,fR-pJ6nUn1bjPuT6lS2bsQ,The Brazen Head,pub,4.0,739,2,8,53.3449703134157,-6.27632976725063,Dublin,20 Bridge Street Lower,,,"['20 Bridge Street Lower', 'Dublin 8', 'Republic of Ireland']",D08 WC64,D08
1,A-HzqcGJVTwHVFTVH_LlPA,The Temple Bar,pub,4.0,550,2,2,53.3455,-6.26419,Dublin,47/48 Temple Bar,Temple Bar,,"['47/48 Temple Bar', 'Temple Bar', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
2,rKvPQZcgjrQOLRU0phPoAQ,Queen of Tarts,dessert,4.5,511,2,2,53.3441209863508,-6.26752853393555,Dublin,Cork Hill,Dame Street,,"['Cork Hill', 'Dame Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
3,_449xLONUU9nAUzCja2bNA,The Porterhouse Temple Bar,pub,4.0,369,2,2,53.3451,-6.26755,Dublin,16-18 Parliament Street,,,"['16-18 Parliament Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
4,-VIve-QeHR9-cKr7QldqtA,Elephant & Castle,tradamerican,4.0,345,2,2,53.3456,-6.26247,Dublin,18 Temple Bar,,,"['18 Temple Bar', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
5,ZdZNRZ1OdQ1MYfaK0vsbNw,Cornucopia,vegan,4.5,334,2,2,53.343099,-6.2613902,Dublin,19/20 Wicklow Street,,,"['19/20 Wicklow Street', 'Dublin 2', 'Republic of Ireland']",D02 N262,D02
6,DM0Tcka4QpP4YqCfJ5nL1g,Brother Hubbard,mideastern,4.5,329,2,1,53.34709,-6.26849,Dublin,153 Capel Street,,,"['153 Capel Street', 'Dublin 1', 'Republic of Ireland']",D01 T927,D01
7,FN-vhNo6xdV1D-QnhWVUIg,O'Neills Bar & Restaurant,irish,3.5,281,2,2,53.3439,-6.2606,Dublin,2 Suffolk Street,,,"['2 Suffolk Street', 'Dublin 2', 'Republic of Ireland']",D02 KX03,D02
8,UaAhqutmYBbVn9NEG8Xr3A,The Church,bar,3.5,271,2,1,53.3486196,-6.2667007,Dublin,Jervis Street,,,"['Jervis Street', 'Dublin 1', 'Republic of Ireland']",D01 HW54,D01
9,GPdeOr93UfNmHT7uSAKxGw,Bull & Castle,pub,4.0,261,3,8,53.3433964558075,-6.2702535689594,Christchurch,5-7 Lord Edward Street,,,"['5-7 Lord Edward Street', 'Christchurch, 8', 'Republic of Ireland']",D02 RH33,D02
10,LG37RcSre8vSlS-5uJE2DA,The Bakehouse,bakery,4.5,261,1,1,53.3468856,-6.262582,Dublin,6 Bachelors Walk,,,"['6 Bachelors Walk', 'Dublin 1', 'Republic of Ireland']",D01 C953,D01
11,feOIcCabfwn6PIK4KDwJog,Fallon & Byrne,delis,4.0,234,3,2,53.343141198853,-6.26336171749372,Dublin,11-17 Exchequer Street,,,"['11-17 Exchequer Street', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
12,i3nT04qssB8Tv_SbmzIR8A,Leo Burdock,hotdogs,4.0,225,1,8,53.343071,-6.27,Dublin,2 Werburgh Street,Christchurch,,"['2 Werburgh Street', 'Christchurch', 'Dublin 8', 'Republic of Ireland']",D08 RK00,D08
13,iNk7KmI1j-tfPGSNs6RXvg,The Pig's Ear,bar,4.5,223,3,2,53.3423,-6.25476,Dublin,4 Nassau Street,,,"['4 Nassau Street', 'Dublin 2', 'Republic of Ireland']",D02 VR66,D02
14,BfhW8Zz-6WqRzzMGbJRV4w,Bunsen,burgers,4.0,217,2,2,53.3372192,-6.2659775,Dublin,36 Wexford Street,,,"['36 Wexford Street', 'Dublin 2', 'Republic of Ireland']",D02 K232,D02
15,kafoFLgCD3RFaBr3YPY18Q,Oliver St John Gogarty,pub,3.5,215,2,2,53.34563,-6.26084,Temple Bar,58-59 Fleet Street,,,"['58-59 Fleet Street', 'Temple Bar, 2', 'Republic of Ireland']",D01 E8P4,D01
16,6SZCGWMACsF-n1cMlKByzg,Hatch and Sons,cafe,4.0,209,2,2,53.339489,-6.258318,Dublin,15 St Stephen's Green,,,"[""15 St Stephen's Green"", 'Dublin 2', 'Republic of Ireland']",D02 EK82,D02
17,C8OBlgcbvZ3BaSihRjwwxg,The Winding Stair,irish,4.0,206,3,1,53.3466529,-6.2637166,Dublin,40 Ormond Quay Lower,,,"['40 Ormond Quay Lower', 'Dublin 1', 'Republic of Ireland']",D02 Y103,D02
18,cOpu16xeZUJNnhhUs71MJA,L Mulligan Grocer,pub,4.5,199,2,7,53.3514,-6.28275,Dublin,18 Stoneybatter,,,"['18 Stoneybatter', 'Dublin 7', 'Republic of Ireland']",D07 C8KD,D07
19,ybOCQ79EcfycsqvSEfhoPg,Rustic Stone,newamerican,4.0,195,3,2,53.342941,-6.264158,Dublin,17 S Great Georges Street,,,"['17 S Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
20,U8hmSxayCCljw3BZFF3xGQ,Bewley's Cafe,irish,3.5,189,2,2,53.341661,-6.260322,Dublin,78-79 Grafton Street,,,"['78-79 Grafton Street', 'Dublin 2', 'Republic of Ireland']",D02 ET99,D02
21,Rn649tadQwhHK_HQ79E-OA,Boojum,mexican,4.5,187,1,1,53.347373,-6.265509,North City,Millennium Walkway,,,"['Millennium Walkway', 'North City, 1', 'Republic of Ireland']",D01 C7W6,D01
22,-Ox5scGScN5wSDpwkxoVzQ,Bunsen,burgers,4.5,186,2,2,53.3455885,-6.2645026,Dublin,22 Essex Street E,Temple Bar,,"['22 Essex Street E', 'Temple Bar', 'Dublin 2', 'Republic of Ireland']",D02 XH60,D02
23,LU6T2O5VQes2Xi6wdx-Gng,P Mac's,pub,4.5,180,2,D02 XY61,53.341148,-6.264358,Dublin,Stephen Street Lower,,,"['Stephen Street Lower', 'Dublin, D02 XY61', 'Republic of Ireland']",D02 XY61,D02
24,E6SMRISU_bA702s2nuoB8g,Yamamori,japanese,4.0,174,2,1,53.3466458615878,-6.26346662315815,Dublin,38-39 Lower Ormond Quay,,,"['38-39 Lower Ormond Quay', 'Dublin 1', 'Republic of Ireland']",D02 Y103,D02
25,AWvIzNYr2DX-tHvpLrGE2w,Klaw,seafood,4.5,171,2,2,53.3453526993792,-6.26268301564504,Dublin,5A Crown Alley,,,"['5A Crown Alley', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
26,nXqQJ-PeJcg3oVcRJTr9ew,Paulie's Pizza,pizza,4.5,170,2,4,53.33744,-6.23468,Dublin,58 Grand Canal Street,,,"['58 Grand Canal Street', 'Dublin 4', 'Republic of Ireland']",D04 T295,D04
27,VNKXa0f7IHkH7-C_WsXPVg,The Quays Irish Restaurant,irish,4.0,167,2,2,53.345687,-6.263258,Dublin,10-12 Temple Bar Square,,,"['10-12 Temple Bar Square', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
28,3bgnnAoJQjrV83nZJL4Zog,Pitt Bros,newamerican,3.5,167,2,2,53.343654,-6.264669,Dublin,"84-88, South Great Georges Street",,,"['84-88, South Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 TX84,D02
29,YL8A1iS-z4pI8kyv_op2dA,Herbstreet,cafe,4.0,166,2,2,53.3443007317906,-6.23776003718376,Dublin,Hanover Quay,Grand Canal Dock,,"['Hanover Quay', 'Grand Canal Dock', 'Dublin 2', 'Republic of Ireland']",D02 DP23,D02
30,Z26ytBIwE13ey5UHRCzDBQ,Cafe En Seine,pub,4.0,163,2,2,53.3406748469696,-6.25862041953724,Dublin,40 Dawson St,,,"['40 Dawson St', 'Dublin 2', 'Republic of Ireland']",D02 AW24,D02
31,Hrmf4yCG7PzkrKDb3dWrYQ,Green Nineteen,pub,4.0,162,2,2,53.33523,-6.265,Dublin,19 Camden Street Lower,,,"['19 Camden Street Lower', 'Dublin 2', 'Republic of Ireland']",D02 HH92,D02
32,GMMMIuyb2hlxfKVNZ2DsSA,The Market Bar,bar,3.5,156,2,2,53.342059565211,-6.26406620823968,Dublin,14 Fade Street,,,"['14 Fade Street', 'Dublin 2', 'Republic of Ireland']",D02 AX50,D02
33,XH9zA-CqJoPTXJvhihBQ3A,Neon Asian Street Food,thai,4.0,154,2,2,53.3353691,-6.2649798,Dublin,17 Camden Street,,,"['17 Camden Street', 'Dublin 2', 'Republic of Ireland']",D02 HH92,D02
34,lcpRgaOeSK7PpG4MWUNIiA,San Lorenzo's,italian,4.5,151,2,2,53.3434346,-6.2646673,Dublin,"Unit 9, Castle House",S Great Georges Street,,"['Unit 9, Castle House', 'S Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 K540,D02
35,QC5fLh91F12ryKrJN-ao1w,Musashi,japanese,4.0,151,2,1,53.34695,-6.26807,Dublin,15 Capel Street,,,"['15 Capel Street', 'Dublin 1', 'Republic of Ireland']",D01 T927,D01
36,7WKY1Vbq7YZkCnISWliEwg,The Porterhouse Central,pub,4.0,148,2,2,53.34302,-6.25906,Dublin,45-47 Nassau Street,,,"['45-47 Nassau Street', 'Dublin 2', 'Republic of Ireland']",D02 RP20,D02
37,jGWPezN-TLd8oQ9etopUqA,Cafe Azteca,mexican,4.5,144,2,,53.3498053,-6.2603097,Dublin,,,,"['Dublin', 'Republic of Ireland']",D01 P5P5,D01
38,-A5Q40xpxqxsoGqoUKBNnQ,Kimchi Hophouse,korean,4.0,144,2,1,53.35306,-6.26086,Dublin,160-161 Parnell Street,,,"['160-161 Parnell Street', 'Dublin 1', 'Republic of Ireland']",D01 CK74,D01
39,QzdN6C5B2LyW6uiviyncDA,Darkey Kellys,pub,4.5,141,2,8,53.3439088420735,-6.2700871396255,Dublin,Hotel Harding,"Copper Alley, Fishamble Street",,"['Hotel Harding', 'Copper Alley, Fishamble Street', 'Dublin 8', 'Republic of Ireland']",D08 PD8W,D08
40,XrG6hjoO5ZBTyzwlZr92hw,The Ramen Bar,japanese,4.0,140,2,2,53.3416,-6.26274,Dublin,Kokoro,51 William Street S,,"['Kokoro', '51 William Street S', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
41,Xi6dy5wJdozP-SXRRlDcqw,Bóbós Burgers Restaurant,burgers,4.0,139,2,2,53.3443268,-6.263885,Dublin,50-51 Dame Street,,,"['50-51 Dame Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
42,5NQ1LkHa9B8DEauI-Qg5RA,Zaytoon,persian,4.0,137,1,2,53.3448786423106,-6.26738938810169,Dublin,14-15 Parliament Street,,,"['14-15 Parliament Street', 'Dublin 2', 'Republic of Ireland']",D02 AN28,D02
43,5Ve1zT7UCFovDFJBZDewnA,Matt The Thresher,seafood,4.0,135,3,2,53.3371322823411,-6.25147370361333,Dublin,31 -32 Lower Pembroke Street,,,"['31 -32 Lower Pembroke Street', 'Dublin 2', 'Republic of Ireland']",D02 T922,D02
44,o4bwJYTcudpG_z4-Qrc7VQ,The Port House,tapas,4.0,133,2,2,53.34282,-6.26196,Dublin,64a S William Street,,,"['64a S William Street', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
45,dBPXfUlZaNfxNSl-Gxmoyw,Third Space,irish,4.5,132,1,7,53.3477537995085,-6.27876389444709,Dublin,14 Smithfield Market,,,"['14 Smithfield Market', 'Dublin 7', 'Republic of Ireland']",D07 Y683,D07
46,1Ykg-osrHAC3hKcMlVw6Wg,Avoca,womenscloth,4.5,131,2,2,53.3437,-6.26019,Dublin,11-13 Suffolk Street,,,"['11-13 Suffolk Street', 'Dublin 2', 'Republic of Ireland']",D02 C671,D02
47,4wvx7s1C5jzOV7tOxP9wDQ,Merchant's Arch Bar,irish,4.0,130,2,2,53.3460434763234,-6.26288600209955,Dublin,48-49 Wellington quay,Temple Bar,,"['48-49 Wellington quay', 'Temple Bar', 'Dublin 2', 'Republic of Ireland']",D02 Y103,D02
48,Tza4Lea0UQNy6gSgT70j6A,Yamamori,japanese,3.5,129,2,2,53.343071,-6.264465,Dublin,72 S Great George's Street,,,"[""72 S Great George's Street"", 'Dublin 2', 'Republic of Ireland']",D02 NR59,D02
49,dNKkzcAcG2IWfUI_Ki1PtA,The Fumbally,cafe,4.5,125,2,8,53.3367083,-6.2742169,Dublin,Fumbally Court,Fumbally Lane,,"['Fumbally Court', 'Fumbally Lane', 'Dublin 8', 'Republic of Ireland']",D08 CPW3,D08
50,L_kqx-tO95JMtI8eNQ8apA,Brasserie Sixty6,brasseries,3.5,124,3,2,53.3426,-6.26452,Dublin,66-67 S Great Georges Street,,,"['66-67 S Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 K540,D02
51,fOgafNG_1PWu2pOKK2OohA,Red Torch Ginger,thai,4.5,124,2,2,53.3434273,-6.2619381,Dublin,14/15 St. Andrew St,,,"['14/15 St. Andrew St', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
52,DxkGfVv9jVU8Ky3zkDJraQ,The Woollen Mills,irish,4.0,122,2,1,53.3466555672518,-6.26341972500086,Dublin,42 Lower Ormond Quay,,,"['42 Lower Ormond Quay', 'Dublin 1', 'Republic of Ireland']",D02 Y103,D02
53,u2nsxxEZsADUDrVcD_YsmA,The Old Mill Restaurant,seafood,4.5,121,2,2,53.3458293380525,-6.26289166510105,Dublin,14 Temple Bar Square,,,"['14 Temple Bar Square', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
54,Sg_v43LUf1VwTWInmcT_xA,Umi Falafel,vegan,4.5,121,1,2,53.3438817,-6.265419895,Dublin,13 Dame Street,,,"['13 Dame Street', 'Dublin 2', 'Republic of Ireland']",D02 E267,D02
55,tyYRM3QoX9XTsb5-CSCB-A,Bison Bar & BBQ,bar,4.0,120,2,2,53.3453719,-6.2662799,Dublin,11 Wellington Quay,,,"['11 Wellington Quay', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
56,3_paTg-72yllRZGJEIhKzg,Carluccio's,cafe,3.5,120,2,2,53.3421,-6.25834,Dublin,52 Dawson Street,,,"['52 Dawson Street', 'Dublin 2', 'Republic of Ireland']",D02 YX99,D02
57,XLkr2LcGTG5C2sgm8qhFqQ,J2 Grill & Sushi,japanese,4.0,118,2,1,53.3477140310752,-6.24416253854062,Dublin,"Unit A, The Campshires","North Wall Quay, IFSC",,"['Unit A, The Campshires', 'North Wall Quay, IFSC', 'Dublin 1', 'Republic of Ireland']",D01 T8Y1,D01
58,SDpZAE1U4gUJSjmYl0Wj0A,Sophie's Bar,bar,4.0,116,2,2,53.3350980414423,-6.26357780660904,Dublin,33 Harcourt Street,5th Floor,,"['33 Harcourt Street', '5th Floor', 'Dublin 2', 'Republic of Ireland']",D02 PR84,D02
59,JCx2ycZle_zqdmUFZs4vLA,Metro Cafe,cafe,4.0,112,2,2,53.3412284972865,-6.26303920441004,Dublin,43 S William Street,,,"['43 S William Street', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
60,rnUH4zUgw7PoDHgRk9jJHA,The Exchequer,pub,4.0,112,2,2,53.3430576792858,-6.2638085358481,Dublin,3-5 Exchequer Street,,,"['3-5 Exchequer Street', 'Dublin 2', 'Republic of Ireland']",D02 E044,D02
61,L5WpVcwV9juzI_1LEWy9FA,Wagamama,asianfusion,3.5,112,2,2,53.40439,-6.15791,Dublin,South King Street,,,"['South King Street', 'Dublin 2', 'Republic of Ireland']",D13 YN9F,D13
62,pE1FhGZHaF1O804rijYT6g,The Counter,burgers,4.0,111,2,2,53.3434677718771,-6.25994197506257,Dublin,20 Suffolk Street,,,"['20 Suffolk Street', 'Dublin 2', 'Republic of Ireland']",D02 C671,D02
63,camxg9OP2XAa09CH7tjt3A,My Meat Wagon,bbq,4.0,110,2,7,53.348751,-6.27841,Smithfield,Market Square,,,"['Market Square', 'Smithfield, 7', 'Republic of Ireland']",D07 TP22,D07
64,5APJX2VA-sygoain4Gm3cQ,Wuff,breakfast_brunch,4.5,108,2,7,53.347458969584,-6.282445791346,Smithfield,23 Benburb Street,,,"['23 Benburb Street', 'Smithfield, 7', 'Republic of Ireland']",D07 Y683,D07
65,CYyEQ06Wm43UAL30Pst19w,The Cedar Tree,mediterranean,4.0,106,2,2,53.343343,-6.262084,Dublin,11 St. Andrews Street,,,"['11 St. Andrews Street', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
66,gGBss1wEcaTyHrh_Gb6kLw,Chapter One,french,4.5,105,4,1,53.3543979671778,-6.26400430402547,Dublin,Basement of The Writers Museum,18-19 Parnell Square,,"['Basement of The Writers Museum', '18-19 Parnell Square', 'Dublin 1', 'Republic of Ireland']",D01 E7C1,D01
67,fSAW6MvJcD6TiooXAcFCZA,Las Tapas de Lola,tapas,4.5,102,2,2,53.3369696,-6.2653879,Dublin,12 Wexford Street,,,"['12 Wexford Street', 'Dublin 2', 'Republic of Ireland']",D02 K232,D02
68,klKWOiEEn2uvdBwrUV3NIg,Featherblade,steak,4.5,101,2,2,53.3416546,-6.2583839,Dublin,51B Dawson Street,,,"['51B Dawson Street', 'Dublin 2', 'Republic of Ireland']",D02 TF98,D02
69,svfM2XlDcSL5vymzHV3ukw,The Pieman Cafe,cafe,4.5,101,1,2,53.345211,-6.2629981,Dublin,14a Crown Alley,Temple Bar,,"['14a Crown Alley', 'Temple Bar', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
70,jO5EkqNn6IiypNfAAr_WfA,Green Bench Café,salad,5.0,100,1,2,53.336445,-6.2640788,Dublin,"18, Montague Street",,,"['18, Montague Street', 'Dublin 2', 'Republic of Ireland']",D02 TP83,D02
71,inx0R6K5JbOSWKQDW25VRw,777,mexican,3.5,100,3,2,53.3434253305981,-6.26461583175677,Dublin,7 South Great George's Street,,,"[""7 South Great George's Street"", 'Dublin 2', 'Republic of Ireland']",D02 K540,D02
72,h_Y3yppBRbG66tHWozWaZg,Dicey's Garden,bar,2.5,100,1,2,53.3361663,-6.2635176,Dublin,21-25 Harcourt Street,,,"['21-25 Harcourt Street', 'Dublin 2', 'Republic of Ireland']",D02 PR84,D02
73,Bsra2h3wmYtJqo6cD93Q9A,The Lovinspoon,breakfast_brunch,4.5,100,1,1,53.355713,-6.264602,Dublin,13 N Frederick Street,,,"['13 N Frederick Street', 'Dublin 1', 'Republic of Ireland']",D01 W2C9,D01
74,QV3YTa-sfZJYpCnUWS0fCg,Zaytoon,persian,4.0,100,2,2,53.3338793751767,-6.26529668722752,Dublin,44-45 Lower Camden Street,,,"['44-45 Lower Camden Street', 'Dublin 2', 'Republic of Ireland']",D02 YP57,D02
75,M-fhHVpnGUD_Z0I6b-GxSQ,Juniors,brasseries,4.5,99,2,4,53.3372699,-6.23416,Dublin,2 Bath Avenue,,,"['2 Bath Avenue', 'Dublin 4', 'Republic of Ireland']",D04 T295,D04
76,BU8la78vv3g1uJbx3OMwbA,Beanhive,cafe,4.5,99,1,2,53.339829,-6.258777,Dublin,26 Dawson Street,,,"['26 Dawson Street', 'Dublin 2', 'Republic of Ireland']",D02 TK33,D02
77,adWuci7TXtzneU1aBIwo8g,Lemon Jelly Cafe,dessert,4.0,98,2,1,53.347206,-6.265405,Dublin,Jervis Street,Milennium Walkway,,"['Jervis Street', 'Milennium Walkway', 'Dublin 1', 'Republic of Ireland']",D01 C7W6,D01
78,_IOsZJtRdY6hKflo73LgYg,Acapulco Mexican Restaurant,mexican,3.0,96,2,2,53.3436,-6.26445,Dublin,7 South Great Georges Street,,,"['7 South Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 NR59,D02
79,DJywG9-E4d9uawNhxEoN4g,Dunne & Crescenzi,italian,4.0,96,2,2,53.3423773865298,-6.2564953392923,Dublin,14 St Frederick Street,,,"['14 St Frederick Street', 'Dublin 2', 'Republic of Ireland']",D02 E763,D02
80,IHWhPV2zOuGP2AoKvuW0oA,The Green Hen,brasseries,4.0,94,3,2,53.34313,-6.2624,Dublin,33 Exchequer Street,,,"['33 Exchequer Street', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
81,1u1JZYrcew-kqnRQqxpZCA,Sheehans,pub,4.5,93,2,2,53.340967,-6.26178,Dublin,17 Chatham Street,,,"['17 Chatham Street', 'Dublin 2', 'Republic of Ireland']",D02 X923,D02
82,G6ayER2-XicJ7U-i4I9NMA,Diwali Indian Restaurant,indpak,4.0,93,2,2,53.3429665,-6.26474,Dublin,"Unit 1, Castle House",73-83 South Great Georges Street,,"['Unit 1, Castle House', '73-83 South Great Georges Street', 'Dublin 2', 'Republic of Ireland']",D02 K540,D02
83,3RHDV3SplnT9Gv5ac0xWFA,IL Vicoletto,italian,4.5,93,3,2,53.3445,-6.26378,Temple Bar,5 Crow Street,,,"['5 Crow Street', 'Temple Bar, 2', 'Republic of Ireland']",D01 E8P4,D01
84,E8dfgzL9I2CgjRzpATmG7w,Dakota Bar,bar,3.0,93,2,2,53.342662725053,-6.26231562111658,Dublin,9 S William Street,,,"['9 S William Street', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
85,SgseEst0UjbCc4sY0QCh6g,Pichet,brasseries,4.5,92,3,2,53.34395,-6.26247,Dublin,14-15 Trinity Street,,,"['14-15 Trinity Street', 'Dublin 2', 'Republic of Ireland']",D02 FD26,D02
86,U3D1XQKVzjf2Pg9p_dp1-g,The Mongolian Barbeque,mongolian,4.0,92,2,2,53.3451114,-6.2618987,Dublin,7 Anglesea Street,,,"['7 Anglesea Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
87,90diL43v1Yr8qrYWICwjXg,Saba,thai,3.5,91,3,2,53.341218,-6.261856,Dublin,26-28 Clarendon Street,City Centre,,"['26-28 Clarendon Street', 'City Centre', 'Dublin 2', 'Republic of Ireland']",D02 N262,D02
88,UAN5rbM_GeoEtdoO0Ak8Hg,Pho Viet,vietnamese,4.0,90,2,1,53.3527487132476,-6.26112744212151,Dublin,162 Parnell Street,City Centre North,,"['162 Parnell Street', 'City Centre North', 'Dublin 1', 'Republic of Ireland']",D01 CK74,D01
89,uZQ3ldQuq_Vh7DgtZY_C1w,Burritos & Blues,mexican,4.0,90,1,2,53.337453,-6.265529,Dublin,2 Wexford Street,,,"['2 Wexford Street', 'Dublin 2', 'Republic of Ireland']",D02 HY84,D02
90,ZKH2C-0RfpsQNFtBLwi5Uw,FIRE Steakhouse & Bar,brasseries,3.5,88,3,D02 XK40,53.340448,-6.258297,Dublin,Mansion House,Dawson Street,,"['Mansion House', 'Dawson Street', 'Dublin, D02 XK40', 'Republic of Ireland']",D02 AF30,D02
91,GgbVIqTrYKaP2x_VEL_iOA,Salamanca,spanish,4.0,88,2,2,53.3438,-6.2615,Dublin,1 St Andrew Street,,,"['1 St Andrew Street', 'Dublin 2', 'Republic of Ireland']",D02 EY47,D02
92,nZUCmW0CA6WggKBsmalX1Q,The Butcher Grill,steak,4.5,87,3,6,53.3249590841123,-6.25302394449191,Dublin,92 Ranelagh Village,,,"['92 Ranelagh Village', 'Dublin 6', 'Republic of Ireland']",D06 VF76,D06
93,Mk-icIjruPRgWEH6Myjl5w,Fade Street Social Tapas Bar,pub,3.5,87,3,2,53.3417931,-6.2639232,Dublin 2,4 Fade St,,,"['4 Fade St', 'Dublin 2, 2', 'Republic of Ireland']",D02 AX50,D02
94,GFdsCvmyS0rFmrMinANV5g,Ukiyo Bar,karaoke,4.0,87,2,2,53.3432,-6.26354,Dublin,7-9 Exchequer Street,,,"['7-9 Exchequer Street', 'Dublin 2', 'Republic of Ireland']",D02 E044,D02
95,piJzFA9r4xCV87bkoovM7Q,Yamamori,japanese,4.0,87,2,2,53.3432696,-6.2644308,Dublin,12-13 South Great George's Street,,,"[""12-13 South Great George's Street"", 'Dublin 2', 'Republic of Ireland']",D02 NR59,D02
96,V6Krp4AKkziG_E-yzdJNPQ,Koh Restaurant & Cocktail Lounge,thai,4.0,87,3,1,53.347374701872,-6.26559734344482,Dublin,6/7 Jervis Street,Millennium Walkway,,"['6/7 Jervis Street', 'Millennium Walkway', 'Dublin 1', 'Republic of Ireland']",D01 C7W6,D01
97,ERjOn8_H17-0KhmbtgReUg,Pablo Picante,mexican,4.0,86,1,2,53.34089,-6.26294,Dublin,Clarendon Market,,,"['Clarendon Market', 'Dublin 2', 'Republic of Ireland']",D02 HX66,D02
98,-TYjzK0Gu9fJvPWo6t47RQ,Dada Restaurant,moroccan,4.0,85,3,2,53.341597,-6.26298,Dublin,45 South William Street,,,"['45 South William Street', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
99,42K9RM2Wu2j-VL8GGH-iCA,F.X.Buckley,steak,4.5,84,3,2,53.3446167332306,-6.26387303724138,Dublin,2 Crow Street,,,"['2 Crow Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
100,3FcwxajKy5e8bNVWSyhGBA,Opium,vietnamese,4.0,84,2,2,53.3366737,-6.2657351,Dublin,26 Wexford Street,,,"['26 Wexford Street', 'Dublin 2', 'Republic of Ireland']",D02 HX93,D02
101,H5WW4j8DvnV8dm7NoQQKPw,Lemon Crepe & Coffee,cafe,4.5,83,2,2,53.343,-6.26207,Dublin,66 William Street S,,,"['66 William Street S', 'Dublin 2', 'Republic of Ireland']",D02 VH59,D02
102,rN_vDL7KwfEE8fr6NCTvNw,Stage Door Café,cafe,4.5,83,1,2,53.34522,-6.26599,Dublin,11-12 E Essex St,Temple Bar,,"['11-12 E Essex St', 'Temple Bar', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
103,5uLeqyTiFGZ1ekcTkdteDQ,The Cake Café,cafe,4.0,82,2,2,53.33482,-6.266116,Dublin,The Daintree Building,Pleasants Place,,"['The Daintree Building', 'Pleasants Place', 'Dublin 2', 'Republic of Ireland']",D08 W8HD,D08
104,UepWCzPJrhAoHBE1u8VZmw,Ciao Bella Roma,italian,4.0,82,2,2,53.345,-6.26755,Dublin,25 Parliament Street,,,"['25 Parliament Street', 'Dublin 2', 'Republic of Ireland']",D01 E8P4,D01
105,r8OPollBg8MOtgXrMUPuzA,The Vintage Kitchen,irish,4.5,81,3,2,53.3468869,-6.2556782,Dublin,7 Poolbeg Street,,,"['7 Poolbeg Street', 'Dublin 2', 'Republic of Ireland']",D02 TK71,D02
106,bxwf8iLhcisG43fJ35XXHA,Bear,steak,3.5,81,3,2,53.3411473958622,-6.26345023834959,Dublin,34-35 South William Street,,,"['34-35 South William Street', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
107,S2gW9guwe_CNxOS8bDzGuw,TriBeCa Restaurant,tradamerican,3.5,81,2,6,53.3242931,-6.2531266,Dublin,65 Ranelagh,,,"['65 Ranelagh', 'Dublin 6', 'Republic of Ireland']",D06 VF76,D06
108,BJEsWJ5r0-WbeF3q9Nh-7Q,Pepperpot Cafe,cafe,4.0,81,2,2,53.3424620082578,-6.26206755638123,Dublin,Powerscourt Townhouse Centre,South William Street,,"['Powerscourt Townhouse Centre', 'South William Street', 'Dublin 2', 'Republic of Ireland']",D02 HW58,D02
109,2L8chgbH1Bg1Dxr3D8Neew,Zakura Noodle & Sushi,japanese,4.0,79,2,2,53.3369221391652,-6.26542299985886,Dublin,13 Wexford Street,,,"['13 Wexford Street', 'Dublin 2', 'Republic of Ireland']",D02 K232,D02
110,31mjjWiUpYiBVDvv-x543w,Marco Pierre White,steak,4.0,79,3,2,53.34165,-6.25842,Dublin,51 Dawson Street,,,"['51 Dawson Street', 'Dublin 2', 'Republic of Ireland']",D02 TF98,D02
111,RMXJrZWE-0CBNR9Qke3yOQ,The Marker Hotel,hotelstravel,4.0,79,3,2,53.3441438079408,-6.2387628,Dublin,Grand Canal Square,Docklands,,"['Grand Canal Square', 'Docklands', 'Dublin 2', 'Republic of Ireland']",D02 X525,D02
